Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
0.10052251815795898,-3.2969726562500004,12.67109375,0.6890625,-30.21240234375,81.11572265625,65.36865234375
0.20096898078918457,-3.6797851562500004,7.101171875,1.9379882812500002,-14.46533203125,35.0341796875,-0.79345703125
0.3016979694366455,-3.16298828125,6.565234375,1.665234375,-20.81298828125,5.7373046875,-1.40380859375
0.4021627902984619,-3.7037109375000004,7.59404296875,0.9139648437500001,-14.22119140625,-4.638671875,14.5263671875
0.5028791427612305,-4.799511718750001,8.82861328125,-0.014355468750000001,12.63427734375,-22.52197265625,-10.8642578125
0.6033754348754883,-4.990917968750001,12.752441406250002,-0.33974609375000003,51.45263671875,-78.4912109375,-66.34521484375
0.7035975456237793,-3.21083984375,11.0537109375,-0.12919921875,42.6025390625,-51.7578125,-121.88720703125
0.8045930862426758,-2.80888671875,11.900683593750001,0.29189453125000003,11.23046875,-94.3603515625,-130.37109375
0.905167818069458,-1.7417968750000001,7.9959960937500005,0.9139648437500001,-13.97705078125,-8.056640625,-112.24365234375
1.0056078433990479,-1.8135742187500001,5.9144531250000005,0.7895507812500001,-23.681640625,-5.859375,-49.86572265625
1.1059010028839111,-1.8183593750000002,6.0388671875,0.5455078125,-46.20361328125,30.45654296875,62.68310546875
1.2063863277435303,-2.01455078125,12.3361328125,-0.40673828125000006,-61.767578125,86.85302734375,195.86181640625
1.307128667831421,-4.464550781250001,14.63779296875,-0.2583984375,-91.4306640625,179.19921875,222.2900390625
1.4073469638824463,-3.4883789062500004,10.3263671875,-0.019140625,-31.55517578125,97.10693359375,101.50146484375
1.5079333782196045,-3.92861328125,7.30693359375,0.29189453125000003,-13.12255859375,169.98291015625,20.8740234375
1.608374834060669,-4.63681640625,7.0150390625000005,0.6555664062500001,-4.150390625,23.49853515625,39.85595703125
1.7088794708251953,-5.33544921875,8.646777343750001,1.53603515625,27.587890625,-57.43408203125,32.1044921875
1.81010103225708,-4.7947265625,13.2931640625,2.2203125000000004,32.53173828125,-153.80859375,-45.654296875
1.9110169410705566,-2.9141601562500004,12.427050781250001,2.1963867187500004,21.91162109375,-114.501953125,-156.005859375
2.011382818222046,-1.8470703125,11.52265625,0.76083984375,-23.5595703125,-41.748046875,-169.921875
2.1117610931396484,-2.61748046875,7.61796875,0.14833984375,-19.83642578125,0.0,-146.91162109375
2.2122650146484375,-1.7417968750000001,5.43115234375,-0.095703125,-25.08544921875,-26.91650390625,-91.064453125
2.312600612640381,-1.4259765625,4.751660156250001,-0.26796875000000003,-30.70068359375,29.78515625,-6.28662109375
2.4130218029022217,-1.703515625,7.407421875000001,-0.18662109375000002,-15.5029296875,50.1708984375,100.09765625
2.513489246368408,-4.655957031250001,22.107421875,-1.7705078125000002,13.0615234375,182.55615234375,260.31494140625
2.6140859127044678,-6.603515625000001,10.919726562500001,2.086328125,-5.4931640625,-112.73193359375,205.38330078125
